model,family,accuracy,macro_f1,weighted_f1,latency_ms
qwen06_mlp_probe,qwen_probe,0.43415077202543145,0.41578645025509103,0.4242606365092793,2.212580504314299
qwen06_logreg_probe,qwen_probe,0.3923705722070845,0.3932072639825547,0.3896606523529076,2.212580504314299
