accuracy,balanced_accuracy,macro_f1,f1_petitioner,f1_respondent,mcc,model,latency_ms,roc_auc,train_seconds,predict_seconds
0.5679314565483476,0.5183583959899749,0.5184045955130292,0.6728452270620945,0.36396396396396397,0.0372020977809561,logistic_regression,0.13595624841400422,0.5724508640021105,1.8481927999528125,0.1963648000964895
0.6560587515299877,0.5070175438596491,0.40937986390707604,0.7910780669144981,0.02768166089965398,0.09583366757522331,complement_nb,0.13397499969869386,0.5644110275689224,0.5425192000111565,0.19417000003159046
0.6511627906976745,0.5,0.39436619718309857,0.7887323943661971,0.0,0.0,majority_baseline,0.0,,,
0.6511627906976745,0.5,0.39436619718309857,0.7887323943661971,0.0,0.0,linear_svm,0.15756874927319586,0.565901596095502,0.6267702999757603,0.21430220000911504
