accuracy,balanced_accuracy,macro_f1,mcc,roc_auc,model,family,latency_ms
0.5868613138686132,0.5695833333333333,0.5699078603772999,0.14094336610991906,0.5734649122807017,qwen06_mlp_probe,qwen_probe,12.9728268609967
0.5547445255474452,0.545109649122807,0.5446481307525157,0.08969913516597271,0.5538859649122807,qwen06_logreg_probe,qwen_probe,12.9728268609967
