cluster,size,mean_rating,pct_high_rated,mean_log_votes,top_genres
5,645,6.979224806201551,0.5627906976744186,4.666564269124614,"Animation, Action, Fantasy"
7,339,6.576106194690265,0.45722713864306785,4.627130222569235,"Drama, Comedy, Thriller"
1,1278,6.553521126760565,0.3435054773082942,6.233582838455368,"Family, Comedy, Animation"
2,1115,6.540807174887893,0.33363228699551567,6.531344226588719,"Crime, Thriller, Drama"
3,123,6.529268292682927,0.3821138211382114,5.581938426281524,"Drama, Comedy, Romance"
0,4083,6.392554494244428,0.31839333823169236,5.952435137872854,"Drama, Comedy, Romance"
6,292,6.314726027397261,0.3424657534246575,5.706169594783036,"Drama, Comedy, Romance"
4,1951,6.215838031778575,0.23065094823167606,6.464362351084337,"Action, Science Fiction, Adventure"
